"","linenumber","sentiment","method","text","created_at","favorite_count","retweet_count","date"
"364",364,-2,"AFINN","Such a disgrace at the once great @nytimes! https://t.co/UKjP6AU0hz",2019-08-17 22:08:26,51546,15251,"2019-08-17"
"365",365,4,"AFINN","@tashlutsa @realDonaldTrump @CLewandowski_ Winning!!!!",2019-08-17 22:06:08,0,3572,"2019-08-17"
"366",366,0,"AFINN","In 2016, Trump voters were Deplorable

In 2017, Trump voters were Russians

In 2018, Trump voters were Nazis

In 2019, Trump voters are wittingly or unwittingly, white supremacists.

The people calling you these things would like you to vote for them.

#TrumpForever #MAGA2020",2019-08-17 22:03:57,0,25775,"2019-08-17"
"367",367,2,"AFINN","America --

Get ready for a campaign the likes of which has never been seen in American history. 

President @realDonaldTrump is not just going to win. He is going to give everything he's got to crush the vile opposition. This isn't normal politics.

This is about your FREEDOMS. https://t.co/MQc0uYkDM7",2019-08-17 22:02:17,0,12344,"2019-08-17"
"368",368,-12,"AFINN","Everywhere the group ANTIFA (Anti-First Amendment) goes, violence and chaos follows. This is a violent, anti-civil liberties, group of thugs looking to hurt and injure anyone in their way.",2019-08-17 22:01:45,0,13792,"2019-08-17"
"369",369,0,"AFINN","Do the math:

At the most, the Wall will cost $20 billion

Illegals cost US taxpayers $165 billion a year",2019-08-17 22:01:25,0,23596,"2019-08-17"
"370",370,-2,"AFINN","I’m hearing some Republicans, pundits say we should “move on” from the #MullerReport in order to heal the nation...

I disagree.

We are a nation of laws, and until we start enforcing the very same laws congress holds us to, there will be no healing in this nation. 

Am I wrong?",2019-08-17 21:59:51,0,11202,"2019-08-17"
"371",371,-1,"AFINN","Question raised by leaked New York Times transcript, plus rollout of 1619 project: Should the public still view the Times as a news outlet? Or as something else? https://t.co/28AbrrPgnt",2019-08-17 21:59:44,0,8845,"2019-08-17"
"372",372,-6,"AFINN","@realDonaldTrump They are eaten alive by hate for our President &amp; his voters! 

They care more about illegal immigrants than they do for American citizens! 

Look no further than CA re-directing money away from US citizens to illegal immigrants. 

Thank you for putting America 1st Mr. President",2019-08-17 21:58:03,0,23724,"2019-08-17"
"373",373,3,"AFINN","@CLewandowski_ I love this president @realDonaldTrump",2019-08-17 21:55:34,0,3970,"2019-08-17"
"374",374,3,"AFINN","@CLewandowski_ It was a GREAT rally!! The energy Trump brought was ELECTRIC! Felt like i was at a Beatles concert!! Love my President! Keep it up 45!",2019-08-17 21:55:27,0,4332,"2019-08-17"
"375",375,0,"AFINN","@CLewandowski_ @realDonaldTrump the best President in history!",2019-08-17 21:55:15,0,4230,"2019-08-17"
"376",376,NA,NA,"Thank you! https://t.co/tG32CxB1LQ",2019-08-17 21:54:44,48552,9044,"2019-08-17"
"377",377,4,"AFINN","@philochsghost @CLewandowski_ We care because the news would have us think he has no support and that Joe Biden is leading in the polls when he can’t even get 96 people to stay awake at his rally.",2019-08-17 21:53:41,0,4572,"2019-08-17"
"378",378,3,"AFINN","@CLewandowski_ I love this president!",2019-08-17 21:52:24,0,3472,"2019-08-17"
"379",379,3,"AFINN","@CLewandowski_ I was there and it was such an incredible experience!! I was lucky to get all th way to the front 🇺🇸❤️🇺🇸❤️🇺🇸",2019-08-17 21:51:33,0,3622,"2019-08-17"
"380",380,-6,"AFINN","The Fake News Media HATES to see this! https://t.co/VMgyggOQ3Q",2019-08-17 21:49:46,74449,19514,"2019-08-17"
"381",381,2,"AFINN","Thanks to President @realDonaldTrump, we're the first country with comprehensive legislation on women's leadership in political and civic life. 🇺🇸 https://t.co/ENgd3bEkOc https://t.co/lbpC97oNlu",2019-08-17 21:48:34,0,5746,"2019-08-17"
"382",382,-2,"AFINN","Thank you to @SaraCarterDC. A great and legitimate reporter, as opposed to those at the Failing New York Times! https://t.co/oM7vEvt9xO",2019-08-17 21:47:38,47492,13436,"2019-08-17"
"383",383,2,"AFINN","The Justice Department must investigate Glenn Simpson, the head of opposition-research firm Fusion GPS, writes @KimStrassel tomorrow ⁦@SundayFutures⁩ ⁦@FoxNews⁩ 10am live ⁦@LindseyGrahamSC⁩ ⁦@jsolomonReports⁩  https://t.co/dAV1U5C0nd",2019-08-17 21:47:19,0,7247,"2019-08-17"
"384",384,-3,"AFINN","MUST WATCH:

Massive overflow crowd outside of @realDonaldTrump's rally in New Hampshire chants ""Four More Years!"" &amp; ""USA!"" while watching the president speak.

For the HATERS, ""overflow"" is the area outside a packed arena where people who can't get in can watch on screens! https://t.co/k83a7yAB5W",2019-08-17 21:39:18,0,16236,"2019-08-17"
"385",385,-2,"AFINN","From Daily Mail:

NH fire marshal: @realDonaldTrump DID smash Elton John’s arena attendance record https://t.co/COr06HUrrw",2019-08-17 21:39:11,0,7002,"2019-08-17"
"386",386,0,"AFINN","Major consideration is being given to naming ANTIFA an “ORGANIZATION OF TERROR.” Portland is being watched very closely. Hopefully the Mayor will be able to properly do his job!",2019-08-17 14:04:19,168868,41011,"2019-08-17"
"387",387,3,"AFINN","Soooo much love in Ocean City, Maryland! ThankU! #KAG2020🇺🇸 https://t.co/TnJt34ANiK",2019-08-17 12:37:15,0,12323,"2019-08-17"
"388",388,-6,"AFINN","Biggest crowd EVER, according to Arena people. Thousands outside trying to get in. Place was packed! Radical Left Dems &amp; their Partner, LameStream Media, saying Arena empty. Check out pictures. Fake News. The Enemy of the People! https://t.co/KkZWspM93a",2019-08-17 03:11:06,84042,20321,"2019-08-17"
"389",389,0,"AFINN","Look at the tremendous overflow at packed arena in New Hampshire last night. Sorry we couldn’t get you in, will be back soon! https://t.co/Rvd2TeJrpo",2019-08-17 02:44:52,75113,17162,"2019-08-17"
"390",390,4,"AFINN","Great time in New Hampshire last night. Placed was maxed out, totally packed, with thousands coming to the arena floor at start. Thousands more outside that were not allowed in per code. Energy was really great to see. We will win New Hampshire in 2020!",2019-08-17 02:43:30,75847,14825,"2019-08-17"
"391",391,0,"AFINN","Having dinner tonight with Tim Cook of Apple. They will be spending vast sums of money in the U.S. Great!",2019-08-16 23:04:19,87667,15920,"2019-08-16"
"392",392,-2,"AFINN","Just completed a very good meeting on Afghanistan. Many on the opposite side of this 19 year war, and us, are looking to make a deal - if possible!",2019-08-16 22:58:44,70234,13694,"2019-08-16"
"393",393,NA,NA,"https://t.co/9WNq9PtnFY",2019-08-16 22:55:02,0,14906,"2019-08-16"
"394",394,NA,NA,"https://t.co/fJPpaVmLUZ",2019-08-16 22:54:59,0,11526,"2019-08-16"
"395",395,0,"AFINN","I donate 100% of my President’s salary, $400,000, back to our Country, and feel very good about it! https://t.co/cX8Op2qyw7",2019-08-16 22:52:54,163533,37890,"2019-08-16"
"396",396,0,"AFINN","American industry is soaring and factory floors across the country are coming back to life, thanks to President @realDonaldTrump. https://t.co/UXmn6HYYqF https://t.co/kvtNGJunuo",2019-08-16 22:48:43,0,8819,"2019-08-16"
"397",397,1,"AFINN","Like it or not, Tlaib and Omar are fast becoming the face of the Democrat Party. Cortez (AOC) is fuming, not happy about this!",2019-08-16 22:43:04,102494,21422,"2019-08-16"
"398",398,4,"AFINN","Rep. Tlaib wrote a letter to Israeli officials desperately wanting to visit her grandmother. Permission was quickly granted, whereupon Tlaib obnoxiously turned the approval down, a complete setup. The only real winner here is Tlaib’s grandmother. She doesn’t have to see her now!",2019-08-16 22:37:39,200966,44782,"2019-08-16"
"399",399,4,"AFINN","Israel was very respectful &amp; nice to Rep. Rashida Tlaib, allowing her permission to visit her “grandmother.” As soon as she was granted permission, she grandstanded &amp; loudly proclaimed she would not visit Israel. Could this possibly have been a setup? Israel acted appropriately!",2019-08-16 22:26:29,111422,25402,"2019-08-16"
"400",400,NA,NA,"https://t.co/9WNq9PtnFY",2019-08-16 20:55:56,59780,14906,"2019-08-16"
"401",401,NA,NA,"https://t.co/fJPpaVmLUZ",2019-08-16 20:54:56,47543,11526,"2019-08-16"
"402",402,1,"AFINN","Senator Jim Risch of the Great State of Idaho has been an incredible supporter of our Agenda! He is tough on Crime, Strong on Borders, and will continue to fight for our Second Amendment. Jim will never let you down. He has my Full and Complete Endorsement!",2019-08-16 17:23:59,58028,13479,"2019-08-16"
"403",403,1,"AFINN","Congratulations to Patrick Yoes for his election as National President of the great Fraternal Order of Police. Together we will fight for our incredible Law Enforcement Officers!",2019-08-16 15:58:36,54572,11268,"2019-08-16"
"404",404,0,"AFINN","Thank you to my good friend Chuck Canterbury for 16 years of service to the Fraternal Order of Police and our great men and women in blue. You are an incredible patriot!",2019-08-16 15:57:04,66612,12308,"2019-08-16"
"405",405,3,"AFINN","""Americans can do anything, go anywhere, and outperform anyone. 

Nobody can beat us. 

Nothing can stop us because winning is what Americans do.""
—President Donald J. Trump https://t.co/T64HLw3BFG",2019-08-16 12:50:56,0,14401,"2019-08-16"
"406",406,0,"AFINN","A great evening, with incredible people, in New Hampshire! https://t.co/XvqQCgorIW",2019-08-16 12:47:23,59886,13276,"2019-08-16"
"407",407,-1,"AFINN","In September 2018, the unemployment rate in New Hampshire reached its LOWEST POINT since 1988 at 2.4—and remained there for nine straight months. https://t.co/Jx1QjpgAOd",2019-08-16 12:44:17,0,6845,"2019-08-16"
"408",408,-2,"AFINN",".@CBPArizona agents arrested a previously deported child rapist on Wednesday after he attempted to re-enter the United States illegally. 

He’d been deported twice before. 

THANK YOU to our amazing Border Patrol agents for making our country safer! https://t.co/F5cLEU6m8m",2019-08-16 12:43:08,0,13016,"2019-08-16"
"409",409,0,"AFINN","Thank you Rudy! https://t.co/u0InDTYA9f",2019-08-16 12:36:16,62470,12463,"2019-08-16"
"410",410,0,"AFINN","#Trump2020 rally in Manchester, NH blows Biden and Dems away. https://t.co/nmZIhlfdzj",2019-08-16 12:33:32,0,7994,"2019-08-16"
"411",411,0,"AFINN","This is more than an hour before and it is as full as a playoff game for a rally for @realDonaldTrump. No one has ever gotten these kinds of crowds. This was the reason he won in 2016 and will again. Don’t tell the dummies in the Fake Media.",2019-08-16 12:33:14,0,12495,"2019-08-16"
"412",412,-2,"AFINN","This is a tour de force which is equivalent to Reagan and Clinton but has much bigger audiences and he excites them much more. He is one of our great campaigners which is how he defeats a hostile media.They don’t get it. https://t.co/BRXLg71L6o",2019-08-16 12:32:27,0,8704,"2019-08-16"
"413",413,-1,"AFINN","Great news! Tonight, we broke the all-time attendance record previously held by Elton John at #SNHUArena in Manchester, New Hampshire! https://t.co/GHvFBkA2KZ",2019-08-16 02:52:05,130628,34318,"2019-08-16"
"414",414,0,"AFINN","Thank you New Hampshire. KEEP AMERICA GREAT! #KAG2020 https://t.co/fbU7YYsYyI",2019-08-16 01:33:22,91041,20913,"2019-08-16"
"415",415,NA,NA,"https://t.co/TCg6dLoIya",2019-08-16 01:18:43,62240,17008,"2019-08-16"
"416",416,3,"AFINN","Walmart, a great indicator as to how the U.S. is doing, just released outstanding numbers. Our Country, unlike others, is doing great! Don’t let the Fake News convince you otherwise.",2019-08-15 20:18:25,91073,21353,"2019-08-15"
"417",417,-4,"AFINN","“If they don’t get this Trade Deal with the U.S. done, China could have it first recession (or worse!) in years. There’s disinvestment in China right now. Also, the Fed is too tight (I agree).” Steve Moore, Heritage Foundation",2019-08-15 20:14:16,65445,15363,"2019-08-15"
"418",418,-2,"AFINN","Sadly, much truth to this! https://t.co/KG9HNbyrZh",2019-08-15 20:05:31,49660,14619,"2019-08-15"
"419",419,-4,"AFINN","BREAKING: Alleged cop shooter in Philadelphia is a violent felon with previous gun convictions, was not allowed to own guns https://t.co/6XeqO2rZ8C",2019-08-15 19:59:07,0,17072,"2019-08-15"
"420",420,0,"AFINN","Andrew, thank you! We will never forgive or forget. https://t.co/giSOLlCckV",2019-08-15 19:57:28,43243,10522,"2019-08-15"
"421",421,-3,"AFINN","After @ICEgov recently removed illegal immigrants working at Koch Foods’ plants in Mississippi, Americans are applying for the open jobs.  
https://t.co/qvrZHNGLc5",2019-08-15 19:53:52,0,13910,"2019-08-15"
"422",422,1,"AFINN","Biden doesn’t have a clue! I will solve the China problem. https://t.co/v0sAoVEAoB",2019-08-15 19:29:19,57194,13702,"2019-08-15"
"423",423,-2,"AFINN","The Fake News Media is doing everything they can to crash the economy because they think that will be bad for me and my re-election. The problem they have is that the economy is way too strong and we will soon be winning big on Trade, and everyone knows that, including China!",2019-08-15 16:52:53,80440,21445,"2019-08-15"
"424",424,-3,"AFINN","Representatives Omar and Tlaib are the face of the Democrat Party, and they HATE Israel!",2019-08-15 16:38:24,109751,26887,"2019-08-15"
"425",425,-9,"AFINN","Wow! The Deputy Editor of the Failing New York Times was just demoted. Should have been Fired! Totally biased and inaccurate reporting. The paper is a Fraud, Zero Credibility. Fake News takes another hit, but this time a big one!",2019-08-15 16:30:03,71160,17424,"2019-08-15"
"426",426,4,"AFINN","Our Great Farmers know how important it is to win on Trade. They will be the big winners!",2019-08-15 16:24:00,55945,11700,"2019-08-15"
"427",427,9,"AFINN","The United States is now, by far, the Biggest, Strongest and Most Powerful Economy in the World, it is not even close! As others falter, we will only get stronger. Consumers are in the best shape ever, plenty of cash. Business Optimism is at an All Time High!",2019-08-15 15:26:16,76297,17706,"2019-08-15"
"428",428,2,"AFINN","If President Xi would meet directly and personally with the protesters, there would be a happy and enlightened ending to the Hong Kong problem. I have no doubt! https://t.co/eFxMjgsG1K",2019-08-15 14:04:34,60860,15407,"2019-08-15"
"429",429,2,"AFINN","Good things were stated on the call with China the other day. They are eating the Tariffs with the devaluation of their currency and “pouring” money into their system. The American consumer is fine with or without the September date, but much good will come from the short.....",2019-08-15 13:59:30,0,17111,"2019-08-15"
"430",430,-1,"AFINN","..deferral to December. It actually helps China more than us, but will be reciprocated. Millions of jobs are being lost in China to other non-Tariffed countries. Thousands of companies are leaving. Of course China wants to make a deal. Let them work humanely with Hong Kong first!",2019-08-15 13:59:23,0,16975,"2019-08-15"
"431",431,-8,"AFINN","It would show great weakness if Israel allowed Rep. Omar and Rep.Tlaib to visit. They hate Israel &amp; all Jewish people, &amp; there is nothing that can be said or done to change their minds. Minnesota and Michigan will have a hard time putting them back in office. They are a disgrace!",2019-08-15 13:57:58,118662,30808,"2019-08-15"
"432",432,-8,"AFINN","The Philadelphia shooter should never have been allowed to be on the streets. He had a long and very dangerous criminal record. Looked like he was having a good time after his capture, and after wounding so many police. Long sentence - must get much tougher on street crime!",2019-08-15 12:59:53,78459,18138,"2019-08-15"
"433",433,0,"AFINN","....what they were doing. There’s plenty of indication, we don’t have to speculate.” @SteveDoocy “Holy cow, got to read this book.” @ainsleyearhardt “WOW!”  @foxandfriends  A very serious situation. Can never be allowed to happen again! DRAIN THE SWAMP",2019-08-15 12:26:48,69429,15324,"2019-08-15"
"434",434,0,"AFINN","Go out and get Andrew McCarthy’s new book, “Ball of Collusion.” “Supervision became the investigator, and when they pushed the envelope, there was nobody there to tell them NO. It goes right to the President (Obama). Plenty of information that Obama was informed &amp; knew exactly...",2019-08-15 12:26:47,80993,19749,"2019-08-15"
"435",435,0,"AFINN","Thank you, and the Wall is under major construction! https://t.co/jRVMxSPJzN",2019-08-15 12:00:05,63227,19625,"2019-08-15"
"436",436,-2,"AFINN","What is going on in Philadelphia explains how dangerous it is to be a police officer. Our prayers are with them, all the wounded and the ones still engaged. Attacking police officers is an attack on our decent and lawful society.",2019-08-15 11:56:00,0,14914,"2019-08-15"
"437",437,-5,"AFINN","Democrats also boycotted Lincoln's inauguration bc he had this radical idea of ending slavery. Let that sink in. #TrumpInaugration #MAGA https://t.co/s1kCmc77Lf",2019-08-15 11:52:16,0,17774,"2019-08-15"
"438",438,2,"AFINN","I appreciate the opportunity to interview and learn the Trump Administration strategies and policies towards these serious issues around the world. https://t.co/WIX0krpNBL",2019-08-15 11:44:56,0,4610,"2019-08-15"
"439",439,0,"AFINN","Two great entertainers and, more importantly, great people! Check out their show. https://t.co/SGmbEeJuIM",2019-08-15 11:43:44,44020,10530,"2019-08-15"
"440",440,0,"AFINN","New Hampshire Poll: Corey Lewandowski Leads GOP Senate Field https://t.co/OP8bVV9i1E",2019-08-15 11:39:35,0,7212,"2019-08-15"
"441",441,-2,"AFINN","RUDY: ""I’ve never had a client that’s been cleared three times. Once is usually enough, twice is ridiculous, three times?! Get over it."" https://t.co/WsFP1l2sqx https://t.co/xIR78v0TeV",2019-08-15 11:39:10,0,7805,"2019-08-15"
"442",442,1,"AFINN","Congress must adopt USMCA after its six-week recess, @GlennHamer writes. https://t.co/tcSrGKYlOt",2019-08-15 11:38:22,0,5766,"2019-08-15"
"443",443,0,"AFINN","Lewandowski joining N.H. Trump rally amid rumors of Senate run. Can’t wait for ⁦@realDonaldTrump⁩ to come back to NH to deliver his message of America First!   https://t.co/cAQ2Al11fv",2019-08-15 11:37:51,0,6877,"2019-08-15"
"444",444,3,"AFINN","Two great and loyal friends! https://t.co/Fo2CLjc9YZ",2019-08-15 11:37:01,0,29004,"2019-08-15"
"445",445,0,"AFINN","@greta https://t.co/eHgxKe79pj",2019-08-15 11:31:59,0,3974,"2019-08-15"
"446",446,0,"AFINN","""There is no evidence that we are in the midst of an epidemic of mass shootings,"" @jamesalanfox, the leading researcher on the topic, tells @nickgillespie. Podcast. https://t.co/it9KiMwPOX via @reason",2019-08-15 11:30:03,0,4826,"2019-08-15"
"447",447,-4,"AFINN","Without direct evidence, branding the President a white supremacy adherent becomes a cheap piece of political propaganda.  And I would say the same thing about any politician maligned that way if flimsy evidence were used in the smear.",2019-08-15 11:28:56,0,9754,"2019-08-15"
"448",448,0,"AFINN","President Trump VS Democrats https://t.co/VWeai38VVl",2019-08-15 11:28:05,0,15559,"2019-08-15"
"449",449,0,"AFINN","I know President Xi of China very well. He is a great leader who very much has the respect of his people. He is also a good man in a “tough business.” I have ZERO doubt that if President Xi wants to quickly and humanely solve the Hong Kong problem, he can do it. Personal meeting?",2019-08-14 22:59:13,105297,23331,"2019-08-14"
"450",450,-1,"AFINN","..deferral to December. It actually helps China more than us, but will be reciprocated. Millions of jobs are being lost in China to other non-Tariffed countries. Thousands of companies are leaving. Of course China wants to make a deal. Let them work humanely with Hong Kong first!",2019-08-14 22:32:56,85692,16975,"2019-08-14"
"451",451,2,"AFINN","Good things were stated on the call with China the other day. They are eating the Tariffs with the devaluation of their currency and “pouring” money into their system. The American consumer is fine with or without the September date, but much good will come from the short.....",2019-08-14 22:32:56,88581,17111,"2019-08-14"
"452",452,-2,"AFINN","Sad! https://t.co/CP9azm8U54",2019-08-14 21:43:02,51303,13352,"2019-08-14"
"453",453,-4,"AFINN","WE MUST ENFORCE OUR LAWS!

Both suspects are illegal aliens. One was ordered removed but never left. The other was deported &amp; illegally returned. 

Dems MUST work with @realDonaldTrump to enforce the border! 

Dems’ OPEN BORDERS plan is NOT THE ANSWER!
https://t.co/nV5bnx9K3v",2019-08-14 21:41:48,0,16566,"2019-08-14"
"454",454,2,"AFINN","Unlike others, our economy is strong! https://t.co/EvNRzB8GBY",2019-08-14 21:40:17,46632,11153,"2019-08-14"
"455",455,1,"AFINN","America needs four more years of President @realDonaldTrump and the people of North Carolina agree! https://t.co/b6Kh9kbc1d",2019-08-14 21:34:49,0,12028,"2019-08-14"
"456",456,4,"AFINN","..Spread is way too much as other countries say THANK YOU to clueless Jay Powell and the Federal Reserve. Germany, and many others, are playing the game! CRAZY INVERTED YIELD CURVE! We should easily be reaping big Rewards &amp; Gains, but the Fed is holding us back. We will Win!",2019-08-14 19:21:05,70352,15646,"2019-08-14"
"457",457,5,"AFINN","We are winning, big time, against China. Companies &amp; jobs are fleeing. Prices to us have not gone up, and in some cases, have come down. China is not our problem, though Hong Kong is not helping. Our problem is with the Fed. Raised too much &amp; too fast. Now too slow to cut....",2019-08-14 19:21:05,85513,18803,"2019-08-14"
"458",458,-1,"AFINN","The Great Charles Payne @cvpayne correctly stated that Fed Chair Jay Powell made TWO enormous mistakes. 1. When he said “mid cycle adjustment.” 2. We’re data dependent.  “He did not do the right thing.” I agree (to put it mildly!). @Varneyco",2019-08-14 17:14:50,50663,13620,"2019-08-14"
"459",459,2,"AFINN","Tremendous amounts of money pouring into the United States. People want safety!",2019-08-14 16:42:24,86179,16225,"2019-08-14"
"460",460,-1,"AFINN","“So far, you’ve had Tariffs imposed on 300 Billion Dollars worth of Chinese products, but you can’t tell me that it has hurt our economy...&amp; it really hasn’t led to any kind of serious rise in prices at the consumer level.” @Varneyco  @FoxBusiness  And we are taking in $Billions!",2019-08-14 15:51:00,57376,14068,"2019-08-14"
"461",461,1,"AFINN","“The Fed has got to do something! The Fed is the Central Bank of the United States, not the Central Bank of the World.” Mark Grant  @Varneyco  Correct! The Federal Reserve acted far too quickly, and now is very, very late. Too bad, so much to gain on the upside!",2019-08-14 15:39:31,52143,13892,"2019-08-14"
"462",462,1,"AFINN","Join me tomorrow night in Manchester, New Hampshire at 7:00 P.M. Eastern! #KAG2020 https://t.co/0UViqSlLgd",2019-08-14 15:34:36,45419,12739,"2019-08-14"
"463",463,0,"AFINN","A fighter and champion, GREAT! https://t.co/8LoTrb6Pdc",2019-08-14 13:46:24,54941,12070,"2019-08-14"
"464",464,4,"AFINN","Great interview of Ron Vitiello, Former Acting Ice Director, by @JesseBWatters, on @FoxNews, about all of the work that is being (&amp; has been) done on our Southern Border. Thanks Ron, terrific job! Now if only the Democrats would fix the Loopholes &amp; Asylum.",2019-08-14 02:38:24,56978,13699,"2019-08-14"
"465",465,6,"AFINN","Great day in the incredible Commonwealth of Pennsylvania today, with the amazing energy workers, construction workers, and craft workers who make America run – and who make America PROUD. No one in the world does it better than YOU! https://t.co/jfWGYjzwkm",2019-08-14 01:23:32,87632,20869,"2019-08-14"
"466",466,-2,"AFINN","Voter fraud is real:

Los Angeles county has a registration rate of 112% its adult population

The entire state of California has a registration rate of 101%

11 of 58 counties in CA have registration rates above 100%

Is this why California is solid Blue?

🤔",2019-08-14 00:57:26,0,24451,"2019-08-14"
"467",467,1,"AFINN","No debate on Election Security should go forward without first agreeing that Voter ID (Identification) must play a very strong part in any final agreement. Without Voter ID, it is all so meaningless!",2019-08-14 00:46:59,141571,38688,"2019-08-14"
"468",468,-2,"AFINN","The Trump Economy is delivering incredible results for the blue-collar workers who need it most. 

In case you missed it: https://t.co/DFyOGNLEre",2019-08-14 00:30:06,0,8716,"2019-08-14"
"469",469,0,"AFINN","Harris thought she was going to a nursing home...

Ended up being taken to school. https://t.co/JAqPKjq41y",2019-08-14 00:29:22,0,14561,"2019-08-14"
"470",470,-7,"AFINN","Mr. Trump’s statements against illegal immigration, Muslim terrorism, and the economic failure of some third world countries are being used to create a racial theory, but theories are not facts and are often wrong.
 
https://t.co/nt0ssq569k",2019-08-14 00:29:00,0,9332,"2019-08-14"
"471",471,0,"AFINN","Thank you Bill! https://t.co/6TwDUEB7xm",2019-08-14 00:26:26,62118,16147,"2019-08-14"
"472",472,-3,"AFINN","If 2020 Democrats like Biden have their way, they’d eliminate ALL fossil fuels.

They want to kill millions of American jobs and enact a socialist $93 TRILLION “Green New Deal.”

We can’t let that happen.
https://t.co/XIvRYoRIpf",2019-08-14 00:25:45,0,8605,"2019-08-14"
"473",473,-3,"AFINN","True! Without being stuck at an airport, where CNN buys (at a big price) an uninterested audience, they’ve got nothing going. @CNN is BAD for America! https://t.co/68pehXFHmx",2019-08-13 21:00:02,71978,18544,"2019-08-13"
"474",474,-9,"AFINN","It always happens! When a Conservative does even a fraction of what Chris Cuomo did with his lunatic ranting, raving, &amp; cursing, they get destroyed by the Fake News. But when a Liberal Democrat like Chris Cuomo does it, Republicans immediately come to his defense. We never learn!",2019-08-13 20:41:33,102866,27008,"2019-08-13"
"475",475,0,"AFINN","@ChrisCuomo Ok Fredo https://t.co/qqfklrp9qe",2019-08-13 19:48:55,0,6581,"2019-08-13"
"476",476,0,"AFINN","THIS. IS. CNN. @ChrisCuomo https://t.co/TrmMB5oOfs",2019-08-13 19:46:18,0,8935,"2019-08-13"
"477",477,0,"AFINN","See you in New Hampshire! https://t.co/NhY0QwRrkd",2019-08-13 19:45:16,39295,11568,"2019-08-13"
"478",478,-1,"AFINN","There are 34,000 U.S. troops in Germany protecting Germans and Europeans. I can tell you this: @RolandNelles &amp; @SPIEGELONLINE are wrong. Americans don’t understand why Germany isn’t meeting its NATO obligations &amp; helping the West. And they are growing very annoyed by it. https://t.co/cHH2FaUqkZ",2019-08-13 19:43:40,0,7563,"2019-08-13"
"479",479,2,"AFINN","2020 Democrat Julian Castro says he’s “very proud” of his brother’s target list of @realDonaldTrump supporters.

Castro has no business being president and – if you look at the polls – nearly every American agrees.
https://t.co/umMmiRioqG",2019-08-13 19:42:42,0,8717,"2019-08-13"
"480",480,-3,"AFINN","how can a man ( @realDonaldTrump ) provide this type of moment to a family and be considered by the scarecrows of america as a racist? 
the day OZ gives them all their own brains, maybe they will repent. https://t.co/ifrVoQOcIy",2019-08-13 19:41:37,0,24070,"2019-08-13"
"481",481,0,"AFINN","I assume @cnn not available for comment. Imagine their coverage of this if they were a real news organization? https://t.co/uH2biAkKUZ",2019-08-13 19:40:21,0,13971,"2019-08-13"
"482",482,0,"AFINN","🤣🤣🤣

Bill de Blasio draws 15-person crowd in Iowa https://t.co/0W7gvXAXwG",2019-08-13 19:39:58,0,11450,"2019-08-13"
"483",483,0,"AFINN","Just leaving. Incredible Complex. JOBS! JOBS! JOBS! https://t.co/culShq7aqi",2019-08-13 19:38:46,40890,9822,"2019-08-13"
"484",484,0,"AFINN","IN THE NEWS: Whispering Pines will present Christmas tree for ⁦the Vice President’s Residence| WLUK 🌲#Christmas ⁦@VP⁩  https://t.co/M49so30DZL",2019-08-13 19:35:17,0,4155,"2019-08-13"
"485",485,0,"AFINN","*WATCH* https://t.co/q9Hq0MsgGz",2019-08-13 19:34:45,0,6799,"2019-08-13"
"486",486,-1,"AFINN","“Who am I then, Fredo?” Cuomo asked during a 2010 radio interview when his brother was considering running for governor. 

#FakeNewsFredo strikes again!
https://t.co/wYrksxYkP8",2019-08-13 19:34:28,0,10555,"2019-08-13"
"487",487,0,"AFINN","**BREAKING NOW** https://t.co/5bEf9VBMXC",2019-08-13 19:33:26,0,5754,"2019-08-13"
"488",488,2,"AFINN","Kamala Harris isn’t fooling anyone on health care.

Here’s one of Iowa’s seniors calling her out for her socialist plan. 
https://t.co/8chxg8PoFD",2019-08-13 19:33:07,0,9132,"2019-08-13"
"489",489,-3,"AFINN","Remember when Anna Navarro  referred to Don Jr. as Fredo while filing her nails on the @ChrisCuomo show. I don't remember him calling her out for using that word. Now he's all upset because someone used the word on him. #Hypocrite Boo Hoo, Cry me a river! https://t.co/LK5eNrlCgf",2019-08-13 19:32:41,0,11224,"2019-08-13"
"490",490,-3,"AFINN","So terrible! https://t.co/L9lqQIGAUp",2019-08-13 17:43:57,33309,8507,"2019-08-13"
"491",491,0,"AFINN","NYT Executive Editor @DeanBaquet taking heat today for Trump Unity headline. Can he handle? When @Project_Veritas merely asked him some questions on NYC streets, Baquet was rendered mute. https://t.co/wnp2ebSvaF https://t.co/G2ECvd6SLO",2019-08-13 17:43:23,0,7304,"2019-08-13"
"492",492,0,"AFINN","BREAKING @Project_Veritas: Current Sr. Google Engineer Goes Public on Camera: Tech is ""dangerous,"" ""taking sides"" -- SEE FULL: https://t.co/LjpK1NcesB https://t.co/F1i5yC7m9K",2019-08-13 17:40:57,0,11232,"2019-08-13"
"493",493,-5,"AFINN","Disturbing video taken in #Shenzhen just across the boarder with #HongKong. Something extraordinarily bad is about happen. #China #HongKongProtests #Democracy #SaveHongKong 
https://t.co/Gad5R5HVZL",2019-08-13 17:39:04,0,48484,"2019-08-13"
"494",494,0,"AFINN","We've just had two incendiary mass shootings.

In one, the shooter was pro-white supremacy.

In the other, the shooter was pro-socialist.

Guess which attacker's motives have been buried by the media.

@ShannonBream @foxnewsnight https://t.co/3PA4oXP0lT",2019-08-13 17:36:04,0,9451,"2019-08-13"
